Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,591.945,11.774
0.0002,588.944,11.778
0.0004,598.822,11.772
0.0006,593.32,11.774
0.0008,595.571,11.774
0.0010,591.945,11.776
0.0012,591.695,11.778
0.0014,580.191,11.778
0.0016,602.573,11.776
0.0018,580.191,11.774
0.0020,588.569,11.772
0.0022,585.193,11.77
0.0024,596.946,11.776
0.0026,585.193,11.778
0.0028,582.192,11.782
0.0030,585.318,11.778
0.0032,568.562,11.776
0.0034,594.446,11.776
0.0036,595.821,11.782
0.0038,566.436,11.776
0.0040,603.449,11.776
0.0042,614.577,11.776
0.0044,606.575,11.772
0.0046,588.319,11.774
0.0048,584.942,11.774
0.0050,580.191,11.776
0.0052,574.564,11.78
0.0054,584.692,11.778
0.0056,603.449,11.776
0.0058,603.449,11.774
0.0060,579.066,11.776
0.0062,582.192,11.772
0.0064,599.197,11.778
0.0066,580.441,11.778
0.0068,581.441,11.774
0.0070,607.325,11.78
0.0072,583.692,11.772
0.0074,598.572,11.78
0.0076,582.317,11.776
0.0078,577.815,11.776
0.0080,600.448,11.776
0.0082,600.448,11.778
0.0084,599.322,11.774
0.0086,607.575,11.776
0.0088,582.192,11.776
0.0090,588.819,11.776
0.0092,616.953,11.78
0.0094,586.943,11.778
0.0096,580.691,11.78
0.0098,604.824,11.776
0.0100,611.326,11.774
0.0102,581.316,11.776
0.0104,587.568,11.774
0.0106,615.202,11.778
0.0108,589.319,11.778
0.0110,579.941,11.776
0.0112,576.565,11.774
0.0114,606.575,11.776
0.0116,587.568,11.776
0.0118,575.94,11.778
0.0120,589.194,11.78
0.0122,594.696,11.78
0.0124,565.186,11.78
0.0126,564.811,11.776
0.0128,600.698,11.77
0.0130,595.946,11.774
0.0132,580.566,11.774
0.0134,589.944,11.778
0.0136,607.825,11.778
0.0138,581.816,11.776
0.0140,578.815,11.776
0.0142,591.07,11.772
0.0144,604.199,11.778
0.0146,580.441,11.782
0.0148,578.44,11.78
0.0150,606.95,11.78
0.0152,592.57,11.778
0.0154,578.94,11.774
0.0156,576.94,11.778
0.0158,557.683,11.772
0.0160,578.69,11.776
0.0162,613.327,11.776
0.0164,616.953,11.776
0.0166,620.829,11.77
0.0168,624.205,11.772
0.0170,618.203,11.77
0.0172,619.454,11.776
0.0174,609.075,11.78
0.0176,566.937,11.78
0.0178,561.435,11.78
0.0180,558.559,11.778
0.0182,566.061,11.772
0.0184,569.812,11.776
0.0186,573.939,11.778
0.0188,573.189,11.78
0.0190,574.314,11.776
0.0192,579.316,11.782
0.0194,569.312,11.776
0.0196,580.316,11.772
0.0198,567.187,11.782
0.0200,570.938,11.778
0.0202,563.06,11.78
0.0204,543.679,11.778
0.0206,539.928,11.776
0.0208,558.059,11.774
0.0210,560.309,11.774
0.0212,581.942,11.778
0.0214,560.309,11.782
