Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,545.294,11.778
0.0002,538.417,11.778
0.0004,532.415,11.778
0.0006,527.913,11.776
0.0008,526.663,11.774
0.0010,537.917,11.772
0.0012,542.293,11.776
0.0014,543.043,11.776
0.0016,542.793,11.782
0.0018,545.669,11.776
0.0020,563.925,11.778
0.0022,543.168,11.774
0.0024,543.543,11.774
0.0026,550.67,11.778
0.0028,542.543,11.776
0.0030,541.418,11.778
0.0032,541.668,11.776
0.0034,542.793,11.774
0.0036,543.293,11.776
0.0038,541.418,11.776
0.0040,541.668,11.78
0.0042,542.293,11.782
0.0044,540.792,11.78
0.0046,540.667,11.778
0.0048,541.293,11.774
0.0050,540.667,11.772
0.0052,541.543,11.776
0.0054,541.793,11.776
0.0056,541.418,11.782
0.0058,541.918,11.78
0.0060,541.168,11.778
0.0062,538.167,11.774
0.0064,551.671,11.77
0.0066,568.301,11.774
0.0068,549.795,11.776
0.0070,546.794,11.78
0.0072,555.672,11.772
0.0074,601.436,11.774
0.0076,600.561,11.778
0.0078,570.552,11.77
0.0080,575.553,11.776
0.0082,576.303,11.774
0.0084,588.682,11.774
0.0086,614.94,11.776
0.0088,573.177,11.774
0.0090,585.556,11.77
0.0092,587.557,11.77
0.0094,612.94,11.774
0.0096,582.805,11.778
0.0098,569.551,11.778
0.0100,574.553,11.776
0.0102,582.931,11.776
0.0104,579.554,11.774
0.0106,575.053,11.77
0.0108,594.184,11.776
0.0110,577.804,11.774
0.0112,573.177,11.774
0.0114,575.553,11.778
0.0116,566.175,11.772
0.0118,565.425,11.772
0.0120,566.926,11.772
0.0122,560.424,11.776
0.0124,561.549,11.778
0.0126,567.551,11.78
0.0128,560.924,11.778
0.0130,556.547,11.778
0.0132,558.548,11.774
0.0134,559.423,11.776
0.0136,560.048,11.774
0.0138,559.798,11.776
0.0140,558.923,11.778
0.0142,560.674,11.776
0.0144,573.428,11.77
0.0146,565.675,11.776
0.0148,559.548,11.778
0.0150,568.301,11.778
0.0152,563.925,11.78
0.0154,559.298,11.78
0.0156,558.673,11.778
0.0158,557.548,11.774
0.0160,551.796,11.776
0.0162,556.672,11.778
0.0164,577.554,11.774
0.0166,583.056,11.778
0.0168,587.057,11.776
0.0170,580.68,11.772
0.0172,576.429,11.768
0.0174,576.679,11.776
0.0176,574.678,11.776
0.0178,568.426,11.78
0.0180,577.929,11.78
0.0182,576.804,11.778
0.0184,546.294,11.774
0.0186,560.674,11.772
0.0188,569.551,11.774
0.0190,567.301,11.774
0.0192,567.426,11.78
0.0194,565.925,11.78
0.0196,560.674,11.774
0.0198,562.174,11.778
0.0200,561.799,11.776
0.0202,561.174,11.778
0.0204,570.927,11.778
0.0206,571.552,11.782
0.0208,560.298,11.78
0.0210,563.925,11.778
0.0212,565.675,11.774
0.0214,561.299,11.772
0.0216,563.675,11.772
0.0218,563.424,11.776
0.0220,540.167,11.778
