Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,628.332,11.77
0.0002,588.069,11.77
0.0004,587.693,11.774
0.0006,592.445,11.778
0.0008,593.07,11.778
0.0010,601.073,11.778
0.0012,602.073,11.774
0.0014,602.323,11.772
0.0016,603.449,11.77
0.0018,596.821,11.774
0.0020,594.07,11.776
0.0022,593.57,11.776
0.0024,589.069,11.776
0.0026,586.693,11.772
0.0028,578.44,11.772
0.0030,575.564,11.776
0.0032,584.317,11.774
0.0034,593.195,11.782
0.0036,594.07,11.776
0.0038,594.446,11.774
0.0040,595.196,11.772
0.0042,597.071,11.77
0.0044,597.197,11.774
0.0046,594.196,11.774
0.0048,581.942,11.78
0.0050,570.188,11.782
0.0052,572.438,11.78
0.0054,573.314,11.776
0.0056,575.439,11.774
0.0058,575.814,11.776
0.0060,576.44,11.774
0.0062,576.44,11.78
0.0064,574.564,11.778
0.0066,577.065,11.772
0.0068,574.814,11.774
0.0070,571.063,11.778
0.0072,567.312,11.78
0.0074,568.812,11.778
0.0076,611.326,11.776
0.0078,609.701,11.776
0.0080,623.58,11.772
0.0082,605.324,11.778
0.0084,579.316,11.774
0.0086,583.442,11.774
0.0088,584.942,11.776
0.0090,580.941,11.776
0.0092,586.443,11.772
0.0094,597.572,11.776
0.0096,582.817,11.77
0.0098,576.44,11.772
0.0100,592.445,11.776
0.0102,592.32,11.778
0.0104,593.445,11.778
0.0106,612.327,11.778
0.0108,592.32,11.774
0.0110,593.32,11.772
0.0112,600.072,11.774
0.0114,596.071,11.774
0.0116,593.07,11.778
0.0118,592.695,11.776
0.0120,600.948,11.774
0.0122,596.696,11.772
0.0124,585.068,11.774
0.0126,567.437,11.774
0.0128,593.445,11.778
0.0130,598.947,11.778
0.0132,598.072,11.776
0.0134,588.819,11.776
0.0136,572.063,11.774
0.0138,572.563,11.772
0.0140,572.688,11.774
0.0142,572.313,11.774
0.0144,591.82,11.778
0.0146,591.32,11.778
0.0148,592.07,11.776
0.0150,591.445,11.776
0.0152,591.695,11.77
0.0154,588.944,11.774
0.0156,588.944,11.778
0.0158,589.444,11.776
0.0160,589.444,11.776
0.0162,593.195,11.774
0.0164,596.946,11.77
0.0166,599.322,11.774
0.0168,601.573,11.774
0.0170,604.199,11.78
0.0172,606.575,11.782
0.0174,611.451,11.778
0.0176,607.825,11.776
0.0178,607.2,11.776
0.0180,604.824,11.774
0.0182,586.943,11.776
0.0184,588.319,11.776
0.0186,592.695,11.774
0.0188,611.326,11.776
0.0190,598.822,11.772
0.0192,576.315,11.774
0.0194,574.314,11.776
0.0196,570.813,11.78
0.0198,591.82,11.778
0.0200,591.57,11.778
0.0202,586.568,11.774
0.0204,597.197,11.77
0.0206,624.455,11.77
0.0208,606.95,11.774
0.0210,603.824,11.774
0.0212,611.826,11.776
0.0214,605.199,11.776
0.0216,589.819,11.778
0.0218,603.824,11.772
0.0220,609.951,11.776
0.0222,594.321,11.778
0.0224,583.942,11.782
0.0226,580.691,11.782
0.0228,578.44,11.776
0.0230,597.071,11.776
0.0232,599.697,11.772
0.0234,599.947,11.77
0.0236,601.948,11.774
0.0238,598.197,11.776
0.0240,600.823,11.776
0.0242,598.947,11.776
0.0244,598.322,11.772
0.0246,599.072,11.776
0.0248,597.947,11.772
0.0250,600.323,11.776
0.0252,603.699,11.776
0.0254,602.948,11.776
0.0256,600.448,11.772
0.0258,599.822,11.772
0.0260,597.447,11.77
0.0262,597.071,11.776
0.0264,577.065,11.778
0.0266,600.448,11.78
0.0268,574.814,11.78
0.0270,578.815,11.778
0.0272,601.823,11.77
0.0274,595.946,11.774
0.0276,596.071,11.774
0.0278,602.573,11.776
0.0280,600.823,11.776
0.0282,598.697,11.774
0.0284,602.073,11.772
0.0286,596.946,11.776
0.0288,585.068,11.778
0.0290,574.689,11.78
0.0292,573.064,11.784
0.0294,571.063,11.782
0.0296,580.191,11.778
0.0298,608.575,11.778
0.0300,581.191,11.774
0.0302,575.564,11.776
0.0304,581.566,11.774
0.0306,608.825,11.772
0.0308,675.722,11.77
0.0310,669.72,11.768
0.0312,671.096,11.764
0.0314,670.596,11.766
0.0316,670.471,11.77
0.0318,683.35,11.772
0.0320,685.351,11.774
0.0322,679.349,11.772
0.0324,686.226,11.77
0.0326,687.476,11.766
0.0328,678.848,11.768
0.0330,690.227,11.766
0.0332,688.602,11.768
0.0334,677.598,11.778
0.0336,671.596,11.774
0.0338,671.346,11.772
0.0340,659.342,11.77
0.0342,663.718,11.768
0.0344,675.597,11.774
0.0346,689.227,11.774
0.0348,663.843,11.774
0.0350,663.468,11.774
0.0352,661.593,11.766
0.0354,687.726,11.766
0.0356,683.975,11.77
0.0358,679.974,11.77
0.0360,676.973,11.774
