Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,538.688,11.778
0.0002,537.687,11.778
0.0004,536.437,11.778
0.0006,536.937,11.776
0.0008,536.062,11.782
0.0010,536.937,11.78
0.0012,539.688,11.778
0.0014,540.688,11.774
0.0016,545.565,11.774
0.0018,545.69,11.776
0.0020,537.187,11.78
0.0022,532.435,11.78
0.0024,531.81,11.78
0.0026,537.562,11.782
0.0028,530.685,11.778
0.0030,530.06,11.778
0.0032,529.184,11.776
0.0034,529.059,11.778
0.0036,529.059,11.782
0.0038,528.684,11.782
0.0040,530.185,11.78
0.0042,528.559,11.776
0.0044,529.81,11.772
0.0046,528.684,11.778
0.0048,528.559,11.782
0.0050,529.685,11.784
0.0052,529.559,11.786
0.0054,529.184,11.78
0.0056,529.309,11.776
0.0058,528.684,11.772
0.0060,529.935,11.776
0.0062,530.31,11.778
0.0064,529.434,11.78
0.0066,535.687,11.778
0.0068,526.558,11.778
0.0070,527.684,11.776
0.0072,533.936,11.778
0.0074,526.308,11.78
0.0076,527.309,11.782
0.0078,526.934,11.782
0.0080,525.808,11.782
0.0082,527.559,11.776
0.0084,528.934,11.776
0.0086,546.941,11.776
0.0088,529.059,11.774
0.0090,529.059,11.78
0.0092,534.436,11.78
0.0094,530.185,11.778
0.0096,528.559,11.778
0.0098,540.438,11.772
0.0100,536.812,11.778
0.0102,528.059,11.782
0.0104,533.186,11.776
0.0106,556.444,11.78
0.0108,552.568,11.778
0.0110,557.819,11.774
0.0112,554.693,11.774
0.0114,556.944,11.77
0.0116,556.569,11.776
0.0118,563.821,11.778
0.0120,568.198,11.776
0.0122,566.822,11.778
0.0124,568.448,11.774
0.0126,570.449,11.77
0.0128,578.452,11.772
0.0130,586.204,11.774
0.0132,591.081,11.78
0.0134,572.95,11.78
0.0136,578.452,11.776
0.0138,577.826,11.774
0.0140,571.699,11.77
0.0142,563.947,11.77
0.0144,562.821,11.776
0.0146,566.322,11.776
0.0148,577.326,11.776
0.0150,569.949,11.776
0.0152,563.947,11.774
0.0154,563.071,11.774
0.0156,556.319,11.776
0.0158,537.937,11.782
0.0160,546.065,11.778
0.0162,554.568,11.778
0.0164,554.693,11.778
0.0166,555.694,11.776
0.0168,556.194,11.772
0.0170,556.694,11.776
0.0172,558.195,11.776
0.0174,558.57,11.778
0.0176,568.448,11.772
0.0178,584.954,11.77
0.0180,571.574,11.772
0.0182,559.695,11.774
0.0184,566.447,11.776
0.0186,557.194,11.782
0.0188,551.692,11.78
0.0190,550.942,11.78
0.0192,551.567,11.774
0.0194,553.943,11.774
0.0196,565.072,11.772
0.0198,562.321,11.778
0.0200,544.94,11.776
0.0202,547.066,11.776
0.0204,566.197,11.772
0.0206,579.202,11.776
0.0208,587.08,11.77
0.0210,583.828,11.776
0.0212,572.7,11.78
0.0214,580.952,11.778
0.0216,584.079,11.774
0.0218,573.95,11.778
0.0220,570.074,11.774
0.0222,562.446,11.772
0.0224,562.321,11.768
0.0226,591.206,11.776
0.0228,570.699,11.78
0.0230,578.201,11.778
0.0232,585.204,11.774
0.0234,599.834,11.772
0.0236,629.719,11.756
0.0238,630.47,11.772
0.0240,601.71,11.774
0.0242,608.712,11.778
0.0244,613.839,11.77
0.0246,619.466,11.772
0.0248,618.716,11.77
0.0250,612.463,11.77
0.0252,608.462,11.774
0.0254,608.837,11.778
0.0256,608.462,11.778
0.0258,587.955,11.78
0.0260,547.441,11.778
0.0262,548.691,11.776
0.0264,561.321,11.778
0.0266,549.191,11.778
0.0268,549.066,11.78
0.0270,553.943,11.778
0.0272,567.698,11.776
0.0274,554.943,11.774
0.0276,557.819,11.772
0.0278,575.075,11.772
0.0280,567.073,11.778
0.0282,580.952,11.776
0.0284,611.088,11.778
0.0286,608.587,11.774
0.0288,608.837,11.774
0.0290,601.21,11.772
0.0292,601.46,11.774
0.0294,600.334,11.778
0.0296,600.209,11.778
0.0298,602.335,11.774
0.0300,602.46,11.776
0.0302,600.334,11.772
0.0304,609.462,11.77
0.0306,613.089,11.774
0.0308,617.09,11.774
0.0310,615.59,11.782
0.0312,570.324,11.778
0.0314,568.198,11.778
0.0316,562.821,11.778
0.0318,568.948,11.776
0.0320,581.578,11.78
0.0322,557.194,11.778
0.0324,558.445,11.778
0.0326,556.194,11.778
0.0328,548.066,11.774
0.0330,544.19,11.774
0.0332,537.437,11.778
0.0334,536.437,11.782
0.0336,536.312,11.782
0.0338,534.686,11.782
0.0340,537.687,11.778
0.0342,543.814,11.778
0.0344,531.56,11.776
0.0346,538.313,11.776
0.0348,541.814,11.78
0.0350,541.439,11.778
0.0352,541.939,11.778
0.0354,537.437,11.778
0.0356,531.935,11.774
0.0358,532.06,11.776
0.0360,536.687,11.78
0.0362,538.813,11.778
0.0364,535.061,11.784
0.0366,532.936,11.778
0.0368,543.314,11.778
0.0370,542.314,11.778
0.0372,541.814,11.776
0.0374,535.812,11.78
0.0376,537.437,11.782
0.0378,536.812,11.776
0.0380,550.942,11.77
0.0382,588.33,11.772
0.0384,591.206,11.768
0.0386,607.462,11.768
0.0388,612.588,11.776
0.0390,619.341,11.776
0.0392,615.089,11.774
0.0394,631.47,11.768
0.0396,634.096,11.766
0.0398,674.235,11.764
0.0400,681.488,11.766
0.0402,677.236,11.768
0.0404,672.609,11.77
0.0406,669.859,11.768
0.0408,669.733,11.768
0.0410,664.357,11.766
0.0412,670.734,11.768
0.0414,695.492,11.772
0.0416,694.867,11.768
0.0418,700.619,11.768
0.0420,710.248,11.768
0.0422,692.116,11.766
0.0424,703.745,11.766
0.0426,706.996,11.768
0.0428,673.86,11.774
0.0430,626.718,11.776
0.0432,634.471,11.776
0.0434,613.839,11.778
0.0436,613.589,11.776
0.0438,621.842,11.77
0.0440,618.215,11.776
0.0442,620.341,11.774
0.0444,619.466,11.774
0.0446,618.716,11.772
0.0448,618.341,11.774
0.0450,609.838,11.776
0.0452,578.327,11.772
0.0454,577.576,11.776
0.0456,574.2,11.78
0.0458,572.074,11.782
0.0460,575.45,11.776
0.0462,585.329,11.78
0.0464,579.827,11.776
0.0466,574.2,11.776
0.0468,573.575,11.774
0.0470,572.95,11.778
0.0472,557.569,11.78
0.0474,551.567,11.778
0.0476,551.442,11.778
0.0478,549.692,11.774
0.0480,550.442,11.774
0.0482,550.442,11.78
0.0484,550.567,11.784
0.0486,547.816,11.782
0.0488,546.816,11.782
0.0490,545.69,11.78
0.0492,546.44,11.78
0.0494,541.564,11.776
0.0496,538.938,11.778
0.0498,532.06,11.78
0.0500,536.562,11.778
0.0502,553.068,11.776
0.0504,545.315,11.778
0.0506,543.814,11.78
0.0508,544.19,11.782
0.0510,544.19,11.78
0.0512,543.064,11.78
0.0514,543.189,11.782
0.0516,543.064,11.78
0.0518,549.566,11.776
0.0520,558.32,11.774
0.0522,541.689,11.774
0.0524,546.19,11.776
0.0526,549.191,11.784
0.0528,542.439,11.78
0.0530,543.689,11.778
0.0532,564.947,11.78
0.0534,540.688,11.778
0.0536,542.314,11.78
0.0538,549.566,11.778
0.0540,546.69,11.776
0.0542,556.569,11.778
0.0544,566.572,11.774
0.0546,571.449,11.772
0.0548,561.446,11.774
0.0550,571.824,11.774
0.0552,564.947,11.78
0.0554,554.193,11.782
0.0556,552.317,11.78
0.0558,551.442,11.78
0.0560,551.567,11.78
