Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,540.438,11.778
0.0002,546.816,11.776
0.0004,558.195,11.778
0.0006,540.063,11.778
0.0008,544.065,11.778
0.0010,546.69,11.774
0.0012,540.438,11.774
0.0014,541.564,11.772
0.0016,559.695,11.774
0.0018,539.313,11.776
0.0020,542.064,11.78
0.0022,549.191,11.782
0.0024,540.438,11.78
0.0026,541.314,11.776
0.0028,540.938,11.78
0.0030,538.563,11.776
0.0032,541.189,11.776
0.0034,538.438,11.778
0.0036,538.563,11.78
0.0038,540.063,11.778
0.0040,540.188,11.78
0.0042,538.062,11.772
0.0044,540.938,11.778
0.0046,538.563,11.778
0.0048,538.563,11.778
0.0050,541.564,11.782
0.0052,537.937,11.78
0.0054,539.063,11.776
0.0056,540.438,11.776
0.0058,538.563,11.774
0.0060,540.938,11.78
0.0062,538.688,11.778
0.0064,538.438,11.78
0.0066,540.813,11.778
0.0068,540.438,11.776
0.0070,551.317,11.77
0.0072,557.569,11.776
0.0074,547.941,11.776
0.0076,546.565,11.776
0.0078,547.316,11.778
0.0080,545.19,11.776
0.0082,546.315,11.778
0.0084,546.19,11.778
0.0086,539.438,11.778
0.0088,539.938,11.778
0.0090,549.692,11.78
0.0092,546.065,11.778
0.0094,538.187,11.778
0.0096,537.312,11.778
0.0098,541.439,11.774
0.0100,535.687,11.776
0.0102,531.56,11.774
0.0104,544.565,11.778
0.0106,549.191,11.776
0.0108,549.692,11.778
0.0110,541.314,11.776
0.0112,543.564,11.776
0.0114,543.814,11.774
0.0116,562.321,11.778
0.0118,539.813,11.778
0.0120,541.314,11.778
0.0122,550.067,11.776
0.0124,541.689,11.772
0.0126,541.814,11.778
0.0128,560.695,11.78
0.0130,542.439,11.782
0.0132,537.812,11.78
0.0134,547.316,11.778
0.0136,541.689,11.776
0.0138,540.938,11.772
0.0140,544.815,11.772
0.0142,544.19,11.778
0.0144,542.814,11.778
0.0146,543.564,11.778
0.0148,545.315,11.776
