Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,826.538,11.774
0.0002,844.169,11.78
0.0004,839.543,11.776
0.0006,894.812,11.784
0.0008,834.916,11.778
0.0010,836.042,11.778
0.0012,835.166,11.774
0.0014,838.542,11.772
0.0016,838.542,11.778
0.0018,837.417,11.774
0.0020,836.667,11.778
0.0022,824.663,11.78
0.0024,826.913,11.78
0.0026,849.296,11.752
0.0028,1004.725,11.758
0.0030,1036.7371,11.756
0.0032,936.827,11.782
0.0034,829.664,11.782
0.0036,824.788,11.778
0.0038,827.289,11.782
0.0040,826.913,11.778
0.0042,824.287,11.776
0.0044,838.042,11.776
0.0046,832.915,11.78
0.0048,829.664,11.78
0.0050,828.289,11.778
0.0052,805.906,11.754
0.0054,930.95,11.768
0.0056,892.686,11.774
0.0058,878.556,11.776
0.0060,878.431,11.776
0.0062,876.806,11.778
0.0064,875.18,11.774
0.0066,876.056,11.772
0.0068,875.555,11.77
0.0070,922.822,11.77
0.0072,903.565,11.774
0.0074,871.554,11.782
0.0076,823.287,11.758
0.0078,1115.514,11.758
0.0080,1149.651,11.75
0.0082,1152.402,11.756
0.0084,1046.615,11.778
0.0086,828.289,11.78
0.0088,815.284,11.782
0.0090,810.533,11.786
0.0092,821.536,11.778
0.0094,851.047,11.778
0.0096,858.799,11.774
0.0098,852.547,11.776
0.0100,840.543,11.78
0.0102,836.167,11.78
0.0104,832.915,11.774
0.0106,847.17,11.782
0.0108,873.68,11.774
0.0110,843.169,11.776
0.0112,828.664,11.78
0.0114,825.038,11.782
0.0116,824.538,11.782
0.0118,863.676,11.778
0.0120,856.049,11.776
0.0122,855.048,11.772
0.0124,833.791,11.776
0.0126,828.414,11.78
0.0128,827.914,11.786
0.0130,883.933,11.77
0.0132,1064.371,11.764
0.0134,1070.373,11.756
0.0136,1065.4969,11.762
0.0138,982.968,11.776
0.0140,819.536,11.778
0.0142,810.283,11.784
0.0144,809.657,11.786
0.0146,811.033,11.784
0.0148,811.158,11.782
0.0150,822.162,11.776
0.0152,820.786,11.782
0.0154,809.657,11.782
0.0156,815.409,11.784
0.0158,836.042,11.792
0.0160,886.059,11.782
0.0162,822.037,11.776
0.0164,807.657,11.778
0.0166,807.782,11.782
0.0168,807.281,11.782
0.0170,806.781,11.782
0.0172,806.906,11.778
0.0174,808.657,11.776
0.0176,807.281,11.774
0.0178,807.156,11.778
0.0180,827.914,11.786
0.0182,960.96,11.768
0.0184,1040.613,11.766
0.0186,1041.113,11.762
0.0188,1059.62,11.774
0.0190,912.193,11.776
0.0192,814.409,11.78
0.0194,818.035,11.778
0.0196,823.787,11.786
0.0198,833.416,11.782
0.0200,859.8,11.772
0.0202,858.174,11.776
0.0204,846.17,11.776
0.0206,829.539,11.784
0.0208,832.415,11.778
0.0210,850.797,11.762
0.0212,917.445,11.782
0.0214,806.281,11.782
0.0216,809.657,11.776
0.0218,809.157,11.782
0.0220,808.907,11.782
0.0222,809.282,11.782
0.0224,808.657,11.784
0.0226,807.782,11.78
0.0228,808.532,11.774
0.0230,841.293,11.778
0.0232,803.905,11.786
0.0234,656.854,11.798
0.0236,621.091,11.798
0.0238,621.592,11.794
0.0240,620.966,11.796
0.0242,620.591,11.794
0.0244,629.594,11.788
0.0246,620.091,11.792
0.0248,620.216,11.792
0.0250,677.486,11.77
0.0252,1003.1,11.764
0.0254,1011.603,11.762
0.0256,1010.102,11.766
0.0258,994.847,11.776
0.0260,829.164,11.782
0.0262,801.78,11.788
0.0264,788.775,11.784
0.0266,788.275,11.784
0.0268,787.9,11.778
0.0270,810.408,11.774
0.0272,815.91,11.778
0.0274,810.783,11.78
0.0276,828.914,11.778
0.0278,823.912,11.774
0.0280,962.711,11.774
0.0282,886.309,11.774
0.0284,826.788,11.778
0.0286,826.538,11.774
0.0288,827.289,11.782
0.0290,825.038,11.786
0.0292,825.913,11.78
0.0294,825.913,11.778
0.0296,825.663,11.772
0.0298,827.289,11.772
0.0300,843.044,11.788
0.0302,912.943,11.762
0.0304,1050.9919,11.762
0.0306,1060.62,11.766
0.0308,1057.869,11.776
0.0310,992.471,11.78
0.0312,833.166,11.778
0.0314,826.788,11.776
0.0316,809.032,11.784
0.0318,812.283,11.78
0.0320,817.66,11.776
0.0322,810.658,11.776
0.0324,810.032,11.778
0.0326,810.533,11.782
0.0328,809.907,11.784
0.0330,770.894,11.788
0.0332,804.03,11.784
0.0334,807.907,11.78
0.0336,808.157,11.776
0.0338,807.532,11.778
0.0340,807.907,11.778
0.0342,808.532,11.78
0.0344,807.532,11.782
0.0346,806.656,11.78
0.0348,807.407,11.78
0.0350,808.782,11.78
0.0352,825.788,11.756
0.0354,1069.248,11.766
0.0356,1077.376,11.762
0.0358,909.442,11.78
0.0360,808.782,11.782
0.0362,815.284,11.78
0.0364,815.534,11.776
0.0366,815.91,11.78
0.0368,815.91,11.782
0.0370,815.284,11.782
0.0372,811.908,11.784
0.0374,812.283,11.778
0.0376,809.157,11.78
0.0378,887.184,11.772
0.0380,810.408,11.78
0.0382,788.15,11.782
0.0384,788.9,11.782
0.0386,801.154,11.786
0.0388,807.657,11.78
0.0390,830.415,11.776
0.0392,827.789,11.776
0.0394,828.414,11.776
0.0396,828.539,11.774
0.0398,833.666,11.784
0.0400,962.961,11.764
0.0402,1054.993,11.762
0.0404,1055.618,11.762
0.0406,1067.748,11.76
0.0408,1062.996,11.76
0.0410,901.189,11.782
0.0412,817.785,11.776
0.0414,824.538,11.782
0.0416,808.907,11.778
0.0418,813.409,11.774
0.0420,816.535,11.78
0.0422,809.157,11.784
0.0424,812.158,11.78
0.0426,829.414,11.784
0.0428,808.907,11.782
0.0430,783.648,11.772
0.0432,868.553,11.776
0.0434,815.784,11.776
0.0436,798.403,11.782
0.0438,798.779,11.784
0.0440,798.528,11.78
0.0442,798.528,11.782
0.0444,797.278,11.78
0.0446,798.153,11.778
0.0448,798.153,11.78
0.0450,798.779,11.778
0.0452,800.154,11.784
0.0454,718.375,11.792
0.0456,693.367,11.788
0.0458,685.864,11.788
0.0460,713.874,11.786
0.0462,734.256,11.78
0.0464,675.084,11.788
0.0466,695.966,11.794
0.0468,746.606,11.786
0.0470,783.368,11.79
0.0472,653.077,11.794
0.0474,647.451,11.784
0.0476,647.325,11.786
0.0478,648.451,11.792
0.0480,647.2,11.792
0.0482,674.084,11.792
0.0484,636.697,11.79
0.0486,654.703,11.786
0.0488,631.946,11.792
0.0490,626.194,11.794
0.0492,624.318,11.792
0.0494,623.568,11.796
0.0496,623.193,11.796
0.0498,594.809,11.79
0.0500,624.944,11.792
0.0502,624.693,11.788
0.0504,625.444,11.764
0.0506,972.552,11.762
0.0508,973.427,11.766
0.0510,961.173,11.778
0.0512,806,11.774
0.0514,804.999,11.774
0.0516,806,11.782
0.0518,805.625,11.782
0.0520,807,11.78
0.0522,809.751,11.78
0.0524,830.132,11.776
0.0526,814.252,11.774
0.0528,815.503,11.772
0.0530,819.504,11.766
0.0532,954.796,11.778
0.0534,843.887,11.776
0.0536,839.51,11.776
0.0538,815.378,11.778
0.0540,806.5,11.776
0.0542,814.878,11.776
0.0544,806.875,11.778
0.0546,805.375,11.778
0.0548,828.757,11.778
0.0550,836.509,11.774
0.0552,808.626,11.78
0.0554,805.875,11.764
0.0556,978.053,11.766
0.0558,982.179,11.766
0.0560,986.556,11.768
0.0562,985.055,11.77
0.0564,903.405,11.78
0.0566,808.125,11.778
0.0568,808.501,11.774
0.0570,807.625,11.776
0.0572,806.375,11.78
0.0574,806.875,11.776
0.0576,808.25,11.78
0.0578,806.875,11.778
0.0580,808.25,11.778
0.0582,807.625,11.78
0.0584,878.772,11.758
0.0586,973.302,11.786
0.0588,771.364,11.786
0.0590,768.238,11.782
0.0592,768.363,11.784
0.0594,763.987,11.782
0.0596,763.987,11.776
0.0598,764.487,11.776
0.0600,763.362,11.784
0.0602,763.862,11.782
0.0604,761.736,11.784
0.0606,799.748,11.776
0.0608,908.907,11.766
0.0610,990.432,11.764
0.0612,1005.937,11.766
0.0614,975.427,11.78
0.0616,813.752,11.782
0.0618,809.126,11.776
0.0620,809.501,11.78
0.0622,808.751,11.774
0.0624,808.751,11.774
0.0626,808.125,11.778
0.0628,830.882,11.776
0.0630,827.757,11.784
0.0632,827.757,11.778
0.0634,834.759,11.758
0.0636,1015.94,11.778
0.0638,839.635,11.776
0.0640,811.126,11.774
0.0642,817.128,11.778
0.0644,810.501,11.782
0.0646,809.126,11.78
0.0648,824.255,11.78
0.0650,813.377,11.776
0.0652,807.125,11.778
0.0654,814.252,11.778
0.0656,823.63,11.774
0.0658,854.515,11.762
0.0660,1022.567,11.764
0.0662,1017.19,11.762
0.0664,1063.955,11.76
0.0666,1080.585,11.762
0.0668,1048.95,11.78
0.0670,867.394,11.776
0.0672,857.141,11.776
0.0674,858.141,11.776
0.0676,846.512,11.776
0.0678,827.381,11.774
0.0680,810.626,11.782
0.0682,797.622,11.782
0.0684,809.626,11.784
0.0686,812.752,11.784
0.0688,813.752,11.786
0.0690,700.342,11.792
0.0692,644.45,11.778
0.0694,849.888,11.782
0.0696,860.017,11.774
0.0698,849.638,11.78
0.0700,808.751,11.782
0.0702,805.375,11.776
0.0704,810.126,11.774
0.0706,808.376,11.776
0.0708,853.89,11.758
0.0710,1049.951,11.756
0.0712,1078.96,11.76
0.0714,969.426,11.778
0.0716,823.63,11.774
0.0718,823.005,11.778
0.0720,815.253,11.774
0.0722,810.626,11.778
0.0724,808,11.78
0.0726,808.626,11.778
0.0728,827.757,11.778
0.0730,827.882,11.774
0.0732,828.632,11.774
0.0734,874.896,11.766
0.0736,892.902,11.772
0.0738,820.129,11.78
0.0740,806.75,11.782
0.0742,805.625,11.778
0.0744,806,11.778
0.0746,808.25,11.776
0.0748,824.255,11.782
0.0750,811.251,11.78
0.0752,806.125,11.776
0.0754,814.627,11.78
0.0756,835.759,11.764
0.0758,1040.197,11.756
0.0760,1069.0811,11.762
0.0762,1051.076,11.766
0.0764,1039.447,11.766
0.0766,969.3,11.782
0.0768,810.501,11.78
0.0770,799.623,11.784
0.0772,803.999,11.778
0.0774,817.503,11.774
0.0776,799.873,11.778
0.0778,802.874,11.776
0.0780,807.375,11.778
0.0782,799.998,11.786
0.0784,798.247,11.78
0.0786,820.754,11.78
0.0788,848.138,11.78
0.0790,801.373,11.778
0.0792,801.123,11.78
0.0794,800.873,11.782
0.0796,801.498,11.778
0.0798,800.623,11.778
0.0800,800.123,11.78
0.0802,800.373,11.782
0.0804,800.373,11.782
0.0806,799.873,11.786
0.0808,871.395,11.77
0.0810,1021.942,11.768
