Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,992.115,11.778
0.0002,908.835,11.776
0.0004,859.692,11.776
0.0006,812.174,11.782
0.0008,716.889,11.776
0.0010,813.424,11.776
0.0012,876.698,11.778
0.0014,844.061,11.766
0.0016,914.837,11.77
0.0018,959.103,11.766
0.0020,969.607,11.77
0.0022,964.605,11.768
0.0024,951.35,11.768
0.0026,953.851,11.774
0.0028,931.468,11.77
0.0030,936.72,11.772
0.0032,941.472,11.77
0.0034,935.094,11.782
0.0036,805.421,11.78
0.0038,801.17,11.784
0.0040,808.548,11.79
0.0042,811.674,11.776
0.0044,810.173,11.782
0.0046,821.803,11.78
0.0048,829.305,11.776
0.0050,797.544,11.788
0.0052,861.567,11.772
0.0054,933.469,11.772
0.0056,911.836,11.768
0.0058,938.22,11.778
0.0060,935.219,11.768
0.0062,929.217,11.774
0.0064,961.604,11.776
0.0066,960.854,11.776
0.0068,870.195,11.772
0.0070,962.354,11.768
0.0072,964.605,11.768
0.0074,948.599,11.77
0.0076,948.974,11.772
0.0078,976.109,11.772
0.0080,916.212,11.788
0.0082,747.15,11.774
0.0084,946.348,11.772
0.0086,900.957,11.772
0.0088,942.722,11.77
0.0090,933.344,11.778
0.0092,915.337,11.774
0.0094,906.459,11.774
0.0096,895.58,11.776
0.0098,920.089,11.774
0.0100,918.213,11.766
0.0102,927.466,11.768
0.0104,962.479,11.78
0.0106,924.465,11.772
0.0108,942.847,11.776
0.0110,938.721,11.772
0.0112,919.714,11.774
0.0114,829.43,11.784
0.0116,766.157,11.782
0.0118,769.158,11.782
0.0120,769.783,11.786
0.0122,775.661,11.786
0.0124,777.911,11.776
0.0126,940.221,11.768
0.0128,942.597,11.778
0.0130,944.723,11.772
0.0132,944.223,11.772
0.0134,962.229,11.776
0.0136,915.087,11.776
0.0138,949.975,11.78
0.0140,964.855,11.77
0.0142,979.486,11.774
0.0144,951.85,11.784
0.0146,842.31,11.774
0.0148,970.482,11.774
0.0150,952.601,11.772
0.0152,954.977,11.768
0.0154,946.098,11.77
0.0156,920.089,11.766
0.0158,1006.496,11.768
0.0160,1003.745,11.784
0.0162,940.096,11.772
0.0164,1009.997,11.776
0.0166,988.614,11.784
0.0168,937.095,11.772
0.0170,954.101,11.768
0.0172,986.613,11.768
