Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,663.843,11.778
0.0002,658.967,11.776
0.0004,656.466,11.774
0.0006,647.838,11.772
0.0008,615.077,11.78
0.0010,529.924,11.79
0.0012,488.161,11.778
0.0014,593.57,11.78
0.0016,559.934,11.784
0.0018,615.953,11.768
0.0020,663.468,11.772
0.0022,658.342,11.772
0.0024,660.592,11.774
0.0026,648.714,11.778
0.0028,638.835,11.78
0.0030,542.303,11.786
0.0032,466.278,11.78
0.0034,587.193,11.778
0.0036,582.942,11.786
0.0038,589.319,11.774
0.0040,663.468,11.776
0.0042,660.592,11.776
0.0044,656.591,11.772
0.0046,648.588,11.77
0.0048,638.085,11.778
0.0050,563.936,11.788
0.0052,482.659,11.78
0.0054,540.303,11.776
0.0056,642.086,11.772
0.0058,673.222,11.77
0.0060,627.832,11.788
0.0062,489.161,11.778
0.0064,587.568,11.774
0.0066,617.078,11.774
0.0068,639.085,11.772
0.0070,631.583,11.776
0.0072,626.581,11.772
0.0074,647.838,11.774
0.0076,653.465,11.774
0.0078,676.598,11.774
0.0080,637.335,11.788
0.0082,514.919,11.79
0.0084,519.671,11.782
0.0086,547.43,11.778
0.0088,561.685,11.786
0.0090,516.42,11.788
0.0092,476.282,11.784
0.0094,494.413,11.78
0.0096,508.292,11.782
0.0098,489.536,11.778
0.0100,518.296,11.774
0.0102,532.55,11.778
0.0104,559.309,11.784
0.0106,501.665,11.788
0.0108,486.16,11.784
0.0110,493.912,11.778
0.0112,536.677,11.778
0.0114,579.441,11.772
0.0116,580.941,11.772
0.0118,601.573,11.776
0.0120,602.448,11.774
0.0122,611.576,11.772
0.0124,624.455,11.782
0.0126,578.815,11.778
0.0128,559.434,11.78
0.0130,531.05,11.78
0.0132,526.048,11.782
0.0134,535.176,11.78
0.0136,543.804,11.78
0.0138,544.929,11.778
0.0140,541.428,11.776
0.0142,541.803,11.778
0.0144,541.053,11.784
0.0146,545.805,11.784
0.0148,540.303,11.786
0.0150,539.928,11.784
0.0152,541.053,11.784
0.0154,541.032,11.782
0.0156,500.77,11.788
0.0158,506.522,11.788
0.0160,477.639,11.786
0.0162,516.4,11.782
0.0164,588.296,11.78
0.0166,668.194,11.766
0.0168,705.58,11.766
0.0170,716.458,11.768
0.0172,618.555,11.776
0.0174,600.549,11.782
0.0176,586.795,11.778
0.0178,588.671,11.778
0.0180,600.049,11.772
0.0182,612.678,11.776
0.0184,597.674,11.776
0.0186,597.799,11.782
0.0188,638.81,11.768
0.0190,699.578,11.768
0.0192,701.829,11.776
0.0194,607.301,11.774
0.0196,614.053,11.776
0.0198,613.178,11.774
0.0200,623.806,11.782
0.0202,570.291,11.772
0.0204,694.327,11.77
0.0206,671.32,11.774
0.0208,596.798,11.778
0.0210,591.172,11.778
0.0212,588.921,11.778
0.0214,586.545,11.778
0.0216,589.671,11.774
0.0218,590.546,11.774
0.0220,592.422,11.772
0.0222,595.423,11.782
0.0224,565.039,11.778
0.0226,668.944,11.774
0.0228,673.696,11.768
0.0230,675.696,11.77
0.0232,675.321,11.77
0.0234,673.571,11.768
0.0236,594.673,11.78
0.0238,576.167,11.784
0.0240,606.676,11.78
0.0242,582.044,11.784
0.0244,651.189,11.774
0.0246,665.068,11.772
0.0248,636.685,11.784
0.0250,569.915,11.778
0.0252,599.799,11.774
0.0254,606.676,11.776
0.0256,605.676,11.776
0.0258,571.416,11.766
0.0260,692.076,11.768
0.0262,690.45,11.77
0.0264,712.957,11.768
0.0266,723.585,11.776
0.0268,684.949,11.774
0.0270,637.06,11.782
0.0272,614.803,11.766
0.0274,656.691,11.762
0.0276,736.339,11.766
0.0278,754.844,11.768
0.0280,721.96,11.778
0.0282,617.304,11.766
0.0284,703.204,11.774
0.0286,600.549,11.768
0.0288,688.7,11.77
0.0290,704.705,11.77
0.0292,699.828,11.774
0.0294,690.701,11.774
0.0296,677.947,11.772
0.0298,666.318,11.776
0.0300,565.789,11.786
0.0302,554.661,11.774
0.0304,665.818,11.776
0.0306,595.173,11.77
0.0308,697.202,11.772
0.0310,739.465,11.768
0.0312,732.213,11.77
0.0314,691.576,11.77
0.0316,700.578,11.764
0.0318,714.708,11.764
0.0320,773.85,11.766
0.0322,745.216,11.776
0.0324,632.684,11.78
0.0326,653.69,11.768
0.0328,710.956,11.77
0.0330,701.454,11.768
0.0332,694.077,11.77
0.0334,683.699,11.774
0.0336,676.071,11.776
0.0338,678.947,11.772
0.0340,723.335,11.768
0.0342,773.6,11.77
0.0344,587.17,11.77
0.0346,640.936,11.774
0.0348,629.683,11.786
0.0350,620.305,11.774
0.0352,708.331,11.772
0.0354,706.955,11.772
0.0356,709.956,11.768
0.0358,707.205,11.772
0.0360,678.197,11.774
0.0362,535.155,11.778
0.0364,642.812,11.776
0.0366,607.301,11.766
0.0368,679.447,11.764
0.0370,730.712,11.768
0.0372,698.453,11.768
0.0374,691.576,11.772
0.0376,676.196,11.778
0.0378,640.561,11.78
0.0380,567.54,11.784
0.0382,556.286,11.786
0.0384,597.298,11.774
0.0386,671.945,11.774
0.0388,684.324,11.774
0.0390,674.071,11.782
0.0392,556.286,11.776
0.0394,608.427,11.766
0.0396,647.813,11.768
0.0398,673.821,11.772
0.0400,687.325,11.776
0.0402,693.201,11.778
0.0404,692.951,11.776
0.0406,688.7,11.774
0.0408,683.573,11.776
0.0410,586.42,11.782
0.0412,520.276,11.77
0.0414,654.94,11.786
0.0416,582.669,11.784
0.0418,531.529,11.784
0.0420,528.028,11.782
0.0422,541.407,11.78
0.0424,566.164,11.782
0.0426,561.663,11.78
0.0428,547.284,11.788
0.0430,510.773,11.79
0.0432,536.781,11.78
0.0434,604.676,11.78
0.0436,604.926,11.778
0.0438,624.431,11.776
0.0440,613.678,11.776
0.0442,613.303,11.778
0.0444,582.044,11.784
0.0446,566.164,11.782
0.0448,547.409,11.78
0.0450,547.409,11.778
0.0452,547.159,11.78
