Time (s),Main Avg Current (mA),Main Avg Voltage (V)
1902.5312,512.004,11.782
1902.5314,511.003,11.776
1902.5316,512.504,11.78
1902.5318,512.129,11.776
1902.5320,512.129,11.774
1902.5322,511.754,11.78
1902.5324,512.129,11.782
1902.5326,512.379,11.782
1902.5328,516.005,11.782
1902.5330,519.881,11.776
1902.5332,520.256,11.778
1902.5334,519.631,11.778
1902.5336,519.756,11.78
1902.5338,520.381,11.782
1902.5340,519.381,11.78
1902.5342,516.755,11.778
1902.5344,510.378,11.776
1902.5346,509.378,11.774
1902.5348,508.003,11.778
1902.5350,503.126,11.78
1902.5352,501.626,11.784
1902.5354,502.626,11.78
1902.5356,509.503,11.78
1902.5358,514.379,11.776
1902.5360,512.504,11.778
1902.5362,511.754,11.776
1902.5364,513.754,11.78
1902.5366,525.757,11.776
1902.5368,519.005,11.778
1902.5370,512.004,11.778
1902.5372,518.63,11.776
1902.5374,517.13,11.774
1902.5376,513.004,11.774
1902.5378,517.38,11.78
1902.5380,529.758,11.782
1902.5382,527.257,11.784
1902.5384,527.633,11.78
1902.5386,527.883,11.776
1902.5388,521.756,11.778
1902.5390,521.506,11.774
1902.5392,521.006,11.778
1902.5394,521.381,11.778
1902.5396,524.882,11.776
1902.5398,525.507,11.776
1902.5400,528.508,11.774
1902.5402,524.757,11.772
1902.5404,555.265,11.772
1902.5406,575.145,11.774
1902.5408,580.646,11.78
1902.5410,578.77,11.774
1902.5412,586.147,11.776
1902.5414,586.898,11.774
1902.5416,592.524,11.772
1902.5418,592.024,11.768
1902.5420,590.648,11.774
1902.5422,590.648,11.776
1902.5424,593.024,11.772
1902.5426,592.024,11.772
1902.5428,572.894,11.774
1902.5430,572.519,11.77
1902.5432,588.023,11.776
1902.5434,587.398,11.776
1902.5436,598.901,11.78
1902.5438,590.774,11.78
1902.5440,584.397,11.774
1902.5442,597.15,11.77
1902.5444,599.776,11.77
1902.5446,600.276,11.772
1902.5448,596.275,11.774
1902.5450,598.901,11.772
1902.5452,598.651,11.776
1902.5454,577.145,11.774
1902.5456,564.517,11.772
1902.5458,545.137,11.778
1902.5460,544.012,11.778
1902.5462,543.387,11.78
1902.5464,544.387,11.782
1902.5466,544.137,11.778
1902.5468,543.262,11.776
1902.5470,543.637,11.774
1902.5472,546.137,11.77
1902.5474,557.64,11.776
1902.5476,537.635,11.78
1902.5478,523.257,11.78
1902.5480,519.631,11.78
1902.5482,506.502,11.776
1902.5484,509.378,11.774
1902.5486,517.63,11.782
1902.5488,507.252,11.78
1902.5490,507.753,11.782
1902.5492,514.129,11.78
1902.5494,525.257,11.776
1902.5496,560.266,11.772
1902.5498,587.898,11.768
1902.5500,607.653,11.768
1902.5502,596.525,11.776
1902.5504,588.523,11.776
1902.5506,597.9,11.774
1902.5508,590.523,11.774
1902.5510,588.023,11.772
1902.5512,581.271,11.772
1902.5514,576.52,11.776
1902.5516,584.272,11.778
1902.5518,579.646,11.778
1902.5520,581.646,11.778
1902.5522,581.271,11.774
1902.5524,582.897,11.77
1902.5526,590.148,11.77
1902.5528,593.399,11.77
1902.5530,598.275,11.774
1902.5532,598.901,11.77
1902.5534,597.4,11.772
1902.5536,600.526,11.774
1902.5538,601.776,11.772
1902.5540,598.901,11.774
1902.5542,571.269,11.782
1902.5544,537.26,11.778
1902.5546,575.77,11.778
1902.5548,587.273,11.772
1902.5550,584.522,11.772
1902.5552,586.648,11.772
1902.5554,582.396,11.772
1902.5556,587.023,11.774
1902.5558,585.272,11.774
1902.5560,583.147,11.776
1902.5562,584.897,11.776
1902.5564,580.521,11.778
1902.5566,542.386,11.778
1902.5568,540.011,11.774
1902.5570,537.635,11.776
1902.5572,539.886,11.78
1902.5574,542.886,11.778
1902.5576,541.261,11.774
1902.5578,553.639,11.776
1902.5580,554.264,11.77
1902.5582,563.642,11.772
1902.5584,592.524,11.776
1902.5586,587.648,11.776
1902.5588,600.276,11.778
1902.5590,589.398,11.776
1902.5592,607.778,11.774
1902.5594,580.646,11.776
1902.5596,587.023,11.774
1902.5598,602.151,11.776
1902.5600,590.398,11.776
1902.5602,593.524,11.768
1902.5604,613.779,11.772
1902.5606,593.774,11.774
1902.5608,594.024,11.766
1902.5610,599.901,11.772
1902.5612,599.026,11.774
1902.5614,591.774,11.778
1902.5616,560.141,11.78
1902.5618,543.012,11.778
1902.5620,541.136,11.778
1902.5622,565.017,11.772
1902.5624,604.277,11.77
1902.5626,597.775,11.774
1902.5628,597.4,11.774
1902.5630,594.9,11.772
1902.5632,596.15,11.772
1902.5634,595.65,11.77
1902.5636,600.651,11.772
1902.5638,597.9,11.774
1902.5640,597.275,11.778
1902.5642,597.275,11.778
1902.5644,581.146,11.78
1902.5646,545.637,11.778
1902.5648,540.511,11.776
1902.5650,539.261,11.776
1902.5652,542.386,11.778
1902.5654,539.511,11.782
1902.5656,541.636,11.776
1902.5658,549.513,11.776
1902.5660,547.388,11.776
1902.5662,551.514,11.774
1902.5664,559.141,11.78
1902.5666,526.132,11.782
1902.5668,510.503,11.782
1902.5670,515.255,11.786
1902.5672,507.878,11.782
1902.5674,522.381,11.776
1902.5676,535.635,11.778
1902.5678,521.381,11.776
