Time (s),Main Avg Current (mA),Main Avg Voltage (V)
0.0000,541.241,11.772
0.0002,541.116,11.78
0.0004,542.117,11.78
0.0006,541.866,11.776
0.0008,559.124,11.776
0.0010,576.132,11.774
0.0012,567.253,11.774
0.0014,544.868,11.774
0.0016,549.745,11.776
0.0018,541.366,11.78
0.0020,542.242,11.776
0.0022,559.499,11.772
0.0024,566.502,11.772
0.0026,549.87,11.772
0.0028,544.743,11.772
0.0030,535.238,11.78
0.0032,532.487,11.784
0.0034,545.993,11.778
0.0036,558.999,11.778
0.0038,549.37,11.776
0.0040,539.991,11.778
0.0042,539.49,11.778
0.0044,535.238,11.778
0.0046,550.12,11.78
0.0048,598.517,11.774
0.0050,601.018,11.772
0.0052,585.636,11.77
0.0054,590.638,11.772
0.0056,582.635,11.772
0.0058,582.134,11.774
0.0060,582.885,11.776
0.0062,576.257,11.776
0.0064,575.256,11.776
0.0066,576.007,11.772
0.0068,574.756,11.776
0.0070,575.757,11.772
0.0072,579.008,11.78
0.0074,586.261,11.776
0.0076,587.012,11.774
0.0078,574.131,11.774
0.0080,567.128,11.774
0.0082,564.752,11.772
0.0084,564.001,11.776
0.0086,564.752,11.778
0.0088,583.76,11.776
0.0090,591.388,11.776
0.0092,560.75,11.774
0.0094,552.496,11.774
0.0096,551.496,11.774
0.0098,562.626,11.774
0.0100,569.379,11.78
0.0102,570.004,11.78
0.0104,570.879,11.776
0.0106,570.754,11.778
0.0108,569.629,11.776
0.0110,571.255,11.772
0.0112,573.38,11.774
0.0114,570.504,11.776
0.0116,569.504,11.776
0.0118,574.006,11.776
0.0120,576.007,11.77
0.0122,582.635,11.77
0.0124,606.52,11.772
0.0126,597.641,11.774
0.0128,596.266,11.778
0.0130,591.138,11.778
0.0132,572.505,11.78
0.0134,580.634,11.774
0.0136,592.139,11.772
0.0138,583.885,11.774
0.0140,575.631,11.778
0.0142,573.13,11.776
0.0144,570.004,11.778
0.0146,576.882,11.772
0.0148,595.515,11.77
0.0150,588.262,11.772
0.0152,574.006,11.772
0.0154,577.507,11.778
0.0156,583.385,11.776
0.0158,596.141,11.772
0.0160,619.276,11.774
0.0162,617.65,11.772
0.0164,600.643,11.772
0.0166,605.145,11.774
0.0168,614.649,11.776
0.0170,610.022,11.778
0.0172,597.766,11.778
0.0174,597.516,11.772
0.0176,616.525,11.77
0.0178,615.649,11.772
0.0180,586.386,11.772
0.0182,596.641,11.774
0.0184,600.267,11.774
0.0186,613.398,11.77
0.0188,611.272,11.77
0.0190,602.143,11.774
0.0192,602.143,11.774
0.0194,611.522,11.78
0.0196,591.639,11.774
0.0198,593.264,11.78
0.0200,596.891,11.778
0.0202,597.766,11.772
0.0204,615.899,11.77
0.0206,632.907,11.772
0.0208,634.658,11.772
0.0210,641.786,11.772
0.0212,629.405,11.774
0.0214,598.392,11.772
0.0216,594.14,11.774
0.0218,588.262,11.768
0.0220,595.39,11.77
0.0222,596.766,11.78
0.0224,588.137,11.778
0.0226,573.13,11.78
0.0228,580.008,11.778
0.0230,582.384,11.776
0.0232,582.259,11.776
0.0234,592.764,11.774
0.0236,603.894,11.774
0.0238,591.889,11.78
0.0240,598.517,11.772
0.0242,593.514,11.776
0.0244,578.758,11.774
0.0246,586.636,11.768
0.0248,608.271,11.774
0.0250,600.393,11.776
0.0252,579.383,11.78
0.0254,571.88,11.778
0.0256,571.505,11.774
0.0258,576.882,11.774
0.0260,600.643,11.776
0.0262,591.514,11.78
0.0264,562.876,11.78
0.0266,568.253,11.782
0.0268,559.249,11.78
0.0270,575.381,11.778
0.0272,594.14,11.774
0.0274,601.143,11.776
0.0276,583.26,11.776
0.0278,584.635,11.776
0.0280,577.632,11.778
0.0282,575.381,11.776
0.0284,576.632,11.774
0.0286,576.257,11.776
0.0288,576.257,11.772
0.0290,573.756,11.774
0.0292,573.38,11.78
0.0294,563.001,11.778
0.0296,582.384,11.776
0.0298,583.01,11.778
0.0300,572.63,11.774
0.0302,574.006,11.776
0.0304,572.255,11.778
0.0306,572.005,11.776
0.0308,577.382,11.778
0.0310,572.38,11.776
0.0312,572.63,11.778
0.0314,572.005,11.774
0.0316,572.755,11.772
0.0318,578.758,11.776
0.0320,582.76,11.78
0.0322,590.263,11.774
0.0324,592.889,11.776
0.0326,596.516,11.774
0.0328,630.406,11.77
0.0330,653.916,11.774
0.0332,651.665,11.774
0.0334,653.916,11.774
0.0336,654.292,11.774
0.0338,653.291,11.772
0.0340,653.541,11.77
0.0342,653.666,11.768
0.0344,660.169,11.772
0.0346,668.923,11.768
0.0348,683.304,11.772
0.0350,674.426,11.77
0.0352,658.418,11.772
0.0354,655.542,11.77
0.0356,652.791,11.772
0.0358,658.168,11.77
0.0360,678.427,11.772
